Campaign,Date,City,Latitude,Longitude,Channel,Device,Ad,Impressions,CPM,CTR,Clicks,RPC,CPC,Ad Spend,Conversions,Conversion Rate,Revenue,RPCon,Likes,Shares,Comments,Engagement Rate,Profit,ROAS,ROI
Fall ,11/24/2023,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1512,7.30,0.01,13,25.25,0.83,11.04,4,30.1,336.00,84.00,47,20,1,4.5,324.96,30.42,2942.5
Fall ,11/25/2023,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1410,4.88,0.01,7,43.09,0.92,6.88,3,40.1,322.00,107.33,64,20,6,6.3,315.12,46.84,4583.5
Fall ,11/26/2023,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,1527,8.00,0.01,10,25.27,1.25,12.22,3,30.7,247.00,82.33,52,14,2,4.4,234.78,20.22,1921.9
Fall ,11/27/2023,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,2240,0.97,0.01,13,15.98,0.17,2.17,3,23.5,204.00,68.00,80,5,3,3.9,201.83,93.98,9298.5
Fall ,11/28/2023,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,2164,6.18,0.01,22,15.25,0.60,13.37,5,22.4,340.00,68.00,19,12,4,1.6,326.63,25.42,2442.3
Fall ,11/29/2023,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,2328,4.68,0.01,13,15.00,0.85,10.88,4,31.2,192.00,48.00,76,2,2,3.4,181.12,17.64,1664.2
Fall ,11/30/2023,Birmingham,52.489471,-1.898575,Pinterest,Mobile,Discount,2148,7.99,0.01,14,7.97,1.21,17.15,3,21.2,113.00,37.67,52,2,2,2.6,95.85,6.59,558.7
Spring ,3/1/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1120,5.15,0.01,6,47.32,1.03,5.77,5,89.3,265.00,53.00,71,23,1,8.4,259.23,45.94,4494.3
Spring ,3/2/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1077,3.95,0.01,9,22.98,0.47,4.25,4,44.2,208.00,52.00,65,11,5,7.5,203.75,48.90,4790.0
Spring ,3/3/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1809,4.70,0.01,17,16.17,0.50,8.50,5,29.4,275.00,55.00,52,21,5,4.3,266.50,32.34,3133.7
Spring ,3/4/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1396,4.14,0.01,15,2.10,0.38,5.78,1,6.6,32.00,32.00,64,8,1,5.2,26.22,5.53,453.4
Spring ,3/5/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1479,2.30,0.00,7,53.53,0.48,3.41,5,70.4,380.00,76.00,56,14,1,4.8,376.59,111.53,11053.0
Spring ,3/6/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1279,0.40,0.01,13,4.58,0.04,0.51,1,7.9,58.00,58.00,31,9,4,3.5,57.49,114.50,11349.7
Spring ,3/7/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2259,6.05,0.01,25,8.89,0.54,13.66,5,19.8,225.00,45.00,35,24,6,2.9,211.34,16.47,1546.6
Spring ,3/8/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2067,1.90,0.01,15,3.65,0.26,3.92,1,6.6,55.00,55.00,77,15,7,4.8,51.08,14.02,1302.2
Spring ,3/9/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1686,5.30,0.01,9,7.91,1.04,8.94,1,11.6,68.00,68.00,56,21,1,4.6,59.06,7.60,660.2
Spring ,3/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2274,0.54,0.01,15,2.65,0.08,1.24,1,6.5,41.00,41.00,50,2,3,2.4,39.76,33.15,3214.9
Spring ,3/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1651,11.12,0.01,19,20.71,0.95,18.35,5,25.9,400.00,80.00,40,6,4,3.0,381.65,21.80,2079.7
Spring ,3/12/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1924,0.00,0.01,14,13.58,0.00,0.00,4,27.7,196.00,49.00,42,9,3,2.8,196.00,0.00,0.0
Spring ,3/13/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2159,3.55,0.01,11,5.56,0.71,7.66,1,9.3,60.00,60.00,62,6,2,3.3,52.34,7.83,682.9
Spring ,3/14/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1343,6.05,0.01,12,17.32,0.68,8.13,3,25.1,207.00,69.00,92,12,8,8.4,198.87,25.47,2446.8
Spring ,3/15/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1459,5.81,0.01,7,17.73,1.14,8.48,4,53.7,132.00,33.00,36,0,10,3.2,123.52,15.56,1455.7
Spring ,3/16/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1553,2.75,0.01,8,46.35,0.55,4.27,5,64.4,360.00,72.00,28,9,0,2.4,355.73,84.27,8327.3
Spring ,3/17/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2264,7.52,0.01,16,3.84,1.09,17.03,1,6.4,60.00,60.00,73,17,2,4.1,42.97,3.52,252.4
Spring ,3/18/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2538,2.76,0.01,13,12.27,0.53,7.00,3,22.7,162.00,54.00,62,8,1,2.8,155.00,23.16,2215.8
Spring ,3/19/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2066,8.36,0.01,18,7.70,0.95,17.27,4,22.0,140.00,35.00,82,8,4,4.5,122.73,8.10,710.5
Spring ,3/20/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1739,5.13,0.01,15,10.18,0.59,8.93,2,13.2,154.00,77.00,59,12,1,4.1,145.07,17.25,1625.4
Spring ,3/21/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1384,10.93,0.01,16,12.82,0.95,15.12,4,25.1,204.00,51.00,59,2,6,4.8,188.88,13.50,1249.6
Spring ,3/22/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1922,2.91,0.01,10,15.81,0.56,5.60,2,20.0,158.00,79.00,86,12,1,5.2,152.40,28.24,2723.6
Spring ,3/23/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1492,2.89,0.01,11,28.66,0.38,4.31,5,44.1,325.00,65.00,40,26,3,4.6,320.69,75.43,7442.5
Spring ,3/24/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1142,4.62,0.01,9,21.83,0.60,5.28,3,34.1,192.00,64.00,42,30,3,6.6,186.72,36.38,3537.8
Spring ,3/25/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1367,0.92,0.01,11,4.70,0.11,1.26,1,8.7,54.00,54.00,48,17,4,5.0,52.74,42.75,4175.2
Spring ,3/26/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1191,1.60,0.01,6,15.44,0.32,1.91,2,33.6,92.00,46.00,41,5,1,3.9,90.09,48.26,4726.3
Spring ,3/27/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1329,1.00,0.01,12,4.22,0.11,1.33,1,8.3,51.00,51.00,55,17,2,5.5,49.67,38.32,3732.5
Spring ,3/28/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2083,1.42,0.01,16,5.11,0.18,2.96,2,12.2,84.00,42.00,32,18,3,2.6,81.04,28.36,2736.2
Spring ,3/29/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1985,0.56,0.00,2,34.35,0.51,1.11,1,45.8,75.00,75.00,37,11,9,2.9,73.89,67.36,6635.7
Spring ,3/30/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1747,0.07,0.01,12,20.64,0.01,0.12,4,32.2,256.00,64.00,73,17,5,5.4,255.88,2063.90,206290.0
Spring ,3/31/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1134,0.68,0.01,9,27.17,0.09,0.77,3,35.3,231.00,77.00,65,12,4,7.1,230.23,301.84,30083.6
Spring ,4/1/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2319,4.38,0.01,14,12.29,0.73,10.16,3,21.6,171.00,57.00,65,14,4,3.5,160.84,16.83,1583.4
Spring ,4/2/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1411,7.81,0.01,13,19.82,0.84,11.02,5,38.1,260.00,52.00,77,9,7,6.6,248.98,23.59,2259.4
Spring ,4/3/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1772,1.66,0.00,4,17.40,0.69,2.93,2,47.0,74.00,37.00,73,14,6,5.2,71.07,25.22,2422.4
Spring ,4/4/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2333,4.84,0.01,14,7.88,0.78,11.28,2,13.8,114.00,57.00,24,18,5,2.0,102.72,10.10,910.3
Spring ,4/5/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1070,2.49,0.01,10,7.25,0.28,2.67,1,10.5,69.00,69.00,38,9,8,5.2,66.33,25.89,2488.7
Spring ,4/6/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2141,4.50,0.01,13,13.39,0.75,9.63,4,31.1,172.00,43.00,88,12,10,5.1,162.37,17.85,1685.4
Spring ,4/7/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1337,4.09,0.01,12,4.12,0.46,5.47,1,8.4,49.00,49.00,79,23,4,7.9,43.53,8.95,795.1
Spring ,4/8/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2000,0.88,0.01,15,14.79,0.12,1.75,3,20.5,216.00,72.00,52,23,5,4.0,214.25,123.29,12228.8
Spring ,4/9/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1643,1.92,0.01,13,14.45,0.24,3.16,5,38.0,190.00,38.00,86,21,10,7.1,186.84,60.22,5921.6
Spring ,4/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1246,4.59,0.01,6,42.50,0.90,5.72,5,78.7,270.00,54.00,60,21,5,6.9,264.28,47.22,4621.7
Spring ,4/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2314,6.97,0.01,19,2.71,0.84,16.13,1,5.2,52.00,52.00,77,12,2,3.9,35.87,3.22,222.4
Spring ,4/12/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1864,1.92,0.01,12,18.11,0.30,3.58,3,25.1,216.00,72.00,44,20,4,3.6,212.42,60.35,5935.4
Spring ,4/13/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1481,2.56,0.01,9,35.43,0.42,3.79,5,55.4,320.00,64.00,52,14,5,4.7,316.21,84.36,8335.9
Spring ,4/14/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1065,4.51,0.00,5,34.30,0.98,4.80,4,81.7,168.00,42.00,30,12,3,4.2,163.20,35.00,3399.9
Spring ,4/15/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1511,1.48,0.01,11,25.94,0.20,2.24,5,44.7,290.00,58.00,42,27,5,4.9,287.76,129.68,12868.0
Spring ,4/16/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1528,5.63,0.01,10,12.90,0.84,8.60,4,39.1,132.00,33.00,76,12,5,6.1,123.40,15.35,1435.4
Spring ,4/17/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1210,5.18,0.01,9,23.09,0.71,6.27,4,45.3,204.00,51.00,73,17,6,7.9,197.73,32.52,3152.3
Spring ,4/18/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1179,5.87,0.01,8,28.27,0.85,6.92,5,61.5,230.00,46.00,80,21,2,8.8,223.08,33.26,3225.6
Spring ,4/19/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2439,0.90,0.01,27,3.88,0.08,2.19,2,7.3,106.00,53.00,61,6,8,3.1,103.81,48.51,4750.9
Spring ,4/20/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2256,1.73,0.01,24,4.84,0.16,3.90,2,8.2,118.00,59.00,74,9,3,3.8,114.10,30.27,2927.4
Spring ,4/21/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1555,0.87,0.01,10,3.65,0.13,1.35,1,9.6,38.00,38.00,55,20,3,5.0,36.65,28.05,2705.3
Spring ,4/22/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1674,3.36,0.01,18,4.10,0.32,5.62,2,11.4,72.00,36.00,86,17,2,6.3,66.38,12.80,1180.4
Spring ,4/23/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2223,1.52,0.01,22,7.30,0.15,3.37,4,17.8,164.00,41.00,86,0,7,4.2,160.63,48.70,4769.6
Spring ,4/24/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1684,5.73,0.00,8,7.51,1.17,9.65,2,24.2,62.00,31.00,47,0,6,3.1,52.35,6.42,542.2
Spring ,4/25/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1406,3.31,0.01,11,13.67,0.43,4.65,2,18.5,148.00,74.00,64,12,1,5.4,143.35,31.80,3079.6
Spring ,4/26/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1607,3.52,0.01,10,28.69,0.55,5.66,5,48.6,295.00,59.00,42,21,3,4.1,289.34,52.16,5115.8
Spring ,4/27/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2156,2.46,0.01,13,4.79,0.41,5.30,1,7.7,62.00,62.00,35,18,1,2.5,56.70,11.69,1069.2
Spring ,4/28/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1253,10.95,0.01,15,6.97,0.92,13.72,2,13.4,104.00,52.00,32,11,7,4.0,90.28,7.58,658.1
Spring ,4/29/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1597,10.72,0.01,15,11.33,1.14,17.11,5,33.3,170.00,34.00,46,18,4,4.2,152.89,9.93,893.5
Spring ,4/30/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2306,1.97,0.01,13,3.74,0.34,4.55,1,7.5,50.00,50.00,58,20,5,3.6,45.45,10.99,999.4
Spring ,5/1/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1775,4.03,0.00,7,4.56,0.96,7.16,1,13.4,34.00,34.00,67,15,2,4.7,26.84,4.75,375.1
Spring ,5/2/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1583,0.34,0.01,13,4.44,0.04,0.53,1,7.5,59.00,59.00,76,18,2,6.0,58.47,110.94,10994.0
Spring ,5/3/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1659,7.49,0.01,12,13.39,1.04,12.42,4,33.5,160.00,40.00,83,27,3,6.8,147.58,12.88,1188.0
Spring ,5/4/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2378,7.87,0.01,20,2.15,0.96,18.72,1,5.1,42.00,42.00,43,6,6,2.3,23.28,2.24,124.3
Spring ,5/5/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1481,5.41,0.01,8,4.59,1.02,8.01,1,12.7,36.00,36.00,71,5,3,5.3,27.99,4.50,349.6
Spring ,5/6/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1419,4.65,0.01,11,16.54,0.62,6.60,4,37.6,176.00,44.00,83,23,4,7.7,169.40,26.68,2567.7
Spring ,5/7/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1950,3.93,0.01,23,8.40,0.33,7.66,5,21.5,195.00,39.00,60,18,5,4.3,187.34,25.46,2446.2
Spring ,5/8/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2256,6.58,0.01,16,1.90,0.94,14.85,1,6.3,30.00,30.00,56,23,7,3.8,15.15,2.02,102.1
Spring ,5/9/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1987,8.46,0.01,18,4.35,0.95,16.80,1,5.7,77.00,77.00,72,11,1,4.2,60.20,4.58,358.2
Spring ,5/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1278,0.59,0.01,8,4.77,0.10,0.75,1,13.3,36.00,36.00,72,15,2,7.0,35.25,47.73,4672.9
Spring ,5/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2229,0.08,0.01,17,11.88,0.01,0.17,3,17.5,204.00,68.00,64,26,2,4.1,203.83,1188.48,118747.6
Spring ,5/12/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1737,9.24,0.01,15,4.04,1.10,16.05,1,6.9,59.00,59.00,48,3,2,3.1,42.95,3.68,267.5
Spring ,5/13/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1836,0.10,0.01,10,20.42,0.02,0.19,3,31.4,195.00,65.00,71,21,4,5.2,194.81,1021.24,102024.2
Spring ,5/14/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1211,1.02,0.01,8,5.03,0.16,1.24,1,12.9,39.00,39.00,35,3,5,3.5,37.76,31.46,3045.5
Spring ,5/15/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1182,0.03,0.00,3,97.63,0.01,0.03,4,130.2,300.00,75.00,41,20,5,5.5,299.97,9763.46,976246.4
Spring ,5/16/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1883,6.06,0.01,11,13.28,1.01,11.41,2,17.7,150.00,75.00,36,23,2,3.2,138.59,13.15,1214.7
Spring ,5/17/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1377,1.24,0.01,10,4.31,0.18,1.71,1,10.5,41.00,41.00,47,14,4,4.7,39.29,23.97,2297.0
Spring ,5/18/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1358,1.43,0.00,5,17.33,0.42,1.94,2,43.3,80.00,40.00,28,5,1,2.4,78.06,41.25,4025.4
Spring ,5/19/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2153,6.16,0.01,13,4.65,1.01,13.26,1,7.6,61.00,61.00,83,20,4,4.9,47.74,4.60,360.0
Spring ,5/20/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2221,6.96,0.01,21,13.22,0.74,15.45,4,19.2,276.00,69.00,50,3,1,2.4,260.55,17.86,1686.2
Spring ,5/21/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1318,11.29,0.01,15,4.26,0.99,14.87,1,6.7,64.00,64.00,80,18,0,7.5,49.13,4.30,330.4
Spring ,5/22/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2390,4.82,0.01,15,26.06,0.79,11.52,5,34.3,380.00,76.00,62,17,10,3.7,368.48,32.99,3199.1
Spring ,5/23/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1651,2.61,0.00,5,58.72,0.79,4.31,4,73.4,320.00,80.00,80,8,0,5.3,315.69,74.33,7332.9
Spring ,5/24/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1830,4.33,0.01,10,9.39,0.76,7.93,2,19.2,98.00,49.00,37,20,9,3.6,90.07,12.36,1135.9
Spring ,5/25/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1732,0.98,0.01,17,5.48,0.10,1.70,3,17.7,93.00,31.00,58,9,4,4.1,91.30,54.80,5380.4
Spring ,5/26/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1896,4.08,0.01,15,10.48,0.53,7.74,3,20.6,153.00,51.00,54,17,11,4.3,145.26,19.78,1877.6
Spring ,5/27/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1816,3.74,0.01,12,3.73,0.55,6.79,1,8.1,46.00,46.00,28,21,2,2.8,39.21,6.77,577.3
Spring ,5/28/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2330,2.54,0.00,11,5.84,0.54,5.91,2,18.3,64.00,32.00,46,11,5,2.6,58.09,10.82,982.1
Spring ,5/29/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1137,1.56,0.00,5,9.65,0.38,1.77,1,21.5,45.00,45.00,61,9,5,6.6,43.23,25.40,2440.3
Spring ,5/30/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1815,0.69,0.01,11,22.73,0.11,1.26,4,35.0,260.00,65.00,68,21,1,5.0,258.74,206.67,20566.5
Spring ,5/31/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1852,3.55,0.01,10,3.26,0.67,6.58,1,10.2,32.00,32.00,44,15,10,3.7,25.42,4.87,386.6
Summer ,6/1/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,868,1.38,0.01,6,51.25,0.20,1.20,4,66.8,307.00,76.75,37,21,2,6.9,305.80,256.24,25523.6
Summer ,6/2/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,957,2.44,0.00,4,0.52,0.61,2.33,1,26.1,2.00,2.00,77,33,1,11.6,-0.33,0.86,-14.3
Summer ,6/3/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,946,7.25,0.01,7,13.82,0.93,6.86,3,40.7,102.00,34.00,107,14,9,13.7,95.14,14.86,1386.2
Summer ,6/4/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1705,7.64,0.01,16,13.52,0.83,13.02,4,25.5,212.00,53.00,55,5,5,3.8,198.98,16.28,1528.3
Summer ,6/5/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1140,8.50,0.01,9,2.47,1.09,9.69,1,11.2,22.00,22.00,106,14,11,11.4,12.31,2.27,127.0
Summer ,6/6/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1561,2.05,0.00,4,12.10,0.76,3.20,0,0.0,51.00,0.00,107,6,4,7.5,47.80,15.92,1491.9
Summer ,6/7/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,979,6.03,0.00,5,29.82,1.23,5.90,3,62.6,143.00,47.67,76,18,13,10.9,137.10,24.25,2324.5
Summer ,6/8/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1336,3.92,0.00,6,25.52,0.89,5.23,2,34.0,150.00,75.00,89,9,4,7.6,144.77,28.67,2767.1
Summer ,6/9/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1129,4.80,0.00,5,44.49,1.17,5.42,2,43.2,206.00,103.00,89,20,7,10.2,200.58,38.03,3702.7
Summer ,6/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1464,3.11,0.01,12,0.65,0.37,4.55,0,0.0,8.00,0.00,76,23,1,6.8,3.45,1.76,75.8
Summer ,6/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1748,10.82,0.01,14,1.52,1.37,18.92,0,0.0,21.00,0.00,62,27,6,5.5,2.08,1.11,11.0
Summer ,6/12/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,802,4.41,0.00,3,7.03,1.13,3.53,0,0.0,22.00,0.00,46,12,7,8.1,18.47,6.22,522.4
Summer ,6/13/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1187,10.14,0.01,9,0.11,1.37,12.04,0,0.0,1.00,0.00,53,24,7,7.1,-11.04,0.08,-91.7
Summer ,6/14/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1371,2.33,0.01,7,48.98,0.44,3.20,4,55.0,356.00,89.00,54,9,1,4.7,352.80,111.32,11031.6
Summer ,6/15/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1297,8.63,0.01,10,25.19,1.15,11.19,3,30.8,245.00,81.67,85,12,8,8.1,233.81,21.90,2090.3
Summer ,6/16/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,833,2.11,0.01,7,3.11,0.26,1.75,1,14.8,21.00,21.00,70,21,5,11.5,19.25,11.97,1096.9
Summer ,6/17/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1112,3.50,0.00,4,1.54,1.00,3.89,0,0.0,6.00,0.00,52,26,4,7.3,2.11,1.54,54.2
Summer ,6/18/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,959,3.78,0.00,3,5.56,1.26,3.63,0,0.0,16.00,0.00,88,35,9,13.7,12.37,4.41,341.3
Summer ,6/19/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1736,3.12,0.01,12,10.71,0.44,5.42,4,32.4,132.00,33.00,58,27,6,5.2,126.58,24.34,2333.7
Summer ,6/20/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1209,10.47,0.01,11,10.52,1.19,12.66,3,28.2,112.00,37.33,80,18,9,8.9,99.34,8.84,784.3
Summer ,6/21/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1041,5.55,0.01,9,1.16,0.61,5.78,0,0.0,11.00,0.00,85,24,2,10.7,5.22,1.90,90.4
Summer ,6/22/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,761,7.94,0.01,6,2.43,0.98,6.04,0,0.0,15.00,0.00,90,14,9,14.8,8.96,2.48,148.4
Summer ,6/23/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1597,1.14,0.01,8,21.68,0.22,1.83,3,36.1,180.00,60.00,67,17,7,5.7,178.17,98.52,9752.4
Summer ,6/24/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1594,4.35,0.01,11,1.27,0.63,6.93,0,0.0,14.00,0.00,90,20,10,7.5,7.07,2.02,102.0
Summer ,6/25/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1397,6.14,0.01,10,12.48,0.83,8.58,2,19.3,129.00,64.50,78,21,7,7.6,120.42,15.03,1403.1
Summer ,6/26/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1225,6.61,0.01,9,0.75,0.87,8.10,0,0.0,7.00,0.00,88,8,2,7.9,-1.10,0.86,-13.5
Summer ,6/27/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,934,4.05,0.01,8,2.12,0.50,3.78,0,0.0,16.00,0.00,100,23,12,14.4,12.22,4.23,323.2
Summer ,6/28/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,675,2.20,0.00,1,10.78,1.00,1.48,0,0.0,16.00,0.00,95,29,9,19.6,14.52,10.78,977.6
Summer ,6/29/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,826,7.39,0.01,8,3.79,0.77,6.10,0,0.0,30.00,0.00,108,21,9,16.7,23.90,4.92,391.6
Summer ,6/30/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1750,2.39,0.00,7,18.77,0.57,4.19,2,27.2,138.00,69.00,49,15,5,4.0,133.81,32.93,3193.2
Summer ,7/1/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,770,3.61,0.01,7,5.46,0.41,2.78,2,29.5,37.00,18.50,53,6,9,8.8,34.22,13.32,1231.6
Summer ,7/2/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1756,2.42,0.01,10,2.22,0.41,4.25,0,0.0,23.00,0.00,58,11,0,3.9,18.75,5.42,441.6
Summer ,7/3/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1097,2.84,0.01,9,18.22,0.36,3.12,2,23.1,158.00,79.00,82,29,2,10.2,154.88,50.62,4962.5
Summer ,7/4/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,975,0.94,0.00,4,5.26,0.24,0.91,0,0.0,20.00,0.00,67,12,2,8.3,19.09,21.92,2092.0
Summer ,7/5/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1182,0.65,0.01,8,18.10,0.10,0.77,2,26.0,139.00,69.50,90,23,11,10.5,138.23,180.98,17998.0
Summer ,7/6/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,816,3.78,0.01,7,6.55,0.43,3.09,0,0.0,47.00,0.00,83,21,12,14.2,43.91,15.23,1422.5
Summer ,7/7/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1608,4.75,0.01,12,2.76,0.66,7.64,0,0.0,32.00,0.00,72,30,7,6.8,24.36,4.19,318.7
